Provider_Name,Provider_Cat,Low_Cost,Med_Cost,High_Cost,VHigh_Cost,State,Child_Pov_LVL,High_School_Grad_Perc,Med_Age,Med_Fam_Income,Med_HHold_Income,Perc_NonEnglish,Perc_Veterans,Pov_LVL,Population_Total,Perc_Pop_Under18,Perc_Pop_18_24,Perc_Pop_25_44,Perc_Pop_45_64,Perc_Pop_Over65,Male_per_100_Females_All,Male_per_100_Females_Over18,Housing_Units,Area_Total,Water_Area,Land_Area,Pop_Density,Housing_Density,Perc_White,Perc_Black,Perc_Native,Perc_Asian,Perc_Islander,Perc_Other,Perc_MultiRace,Perc_Latin,Perc_WhiteAlone
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,Med,0,1,0,0,Texas,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,Low,1,0,0,0,Texas,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,Low,1,0,0,0,Texas,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,Low,1,0,0,0,Texas,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,Med,0,1,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,Low,1,0,0,0,Texas,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
TEXAS ORTHOPEDIC HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
TEXAS SPINE AND JOINT HOSPITAL,Low,1,0,0,0,Texas,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
TEXOMA MEDICAL CENTER,Low,1,0,0,0,Texas,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
THE CARLE FOUNDATION HOSPITAL,Med,0,1,0,0,Illinois,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
THE HEALTHCENTER,Low,1,0,0,0,Montana,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,Low,1,0,0,0,Indiana,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
THE HEART HOSPITAL BAYLOR DENTON,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
THE HEART HOSPITAL BAYLOR PLANO,Low,1,0,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0
THE MCDOWELL HOSPITAL,Low,1,0,0,0,North Carolina,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
THE MEDICAL CENTER AT BOWLING GREEN,Low,1,0,0,0,Kentucky,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
THE MEDICAL CENTER OF SOUTHEAST TEXAS,Low,1,0,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
THE MONROE CLINIC,Med,0,1,0,0,Wisconsin,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,Med,0,1,0,0,Nebraska,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,Low,1,0,0,0,Indiana,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
THE ORTHOPEDIC SPECIALTY HOSPITAL,Low,1,0,0,0,Utah,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
THE SPINE HOSPITAL OF LOUISIANA,Low,1,0,0,0,Louisiana,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
THE UNIVERSITY OF TN MEDICAL CENTER,Med,0,1,0,0,Tennessee,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
THEDA CLARK MEDICAL CENTER,Low,1,0,0,0,Wisconsin,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,Low,1,0,0,0,Wisconsin,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
THIBODAUX REGIONAL MEDICAL CENTER,Low,1,0,0,0,Louisiana,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
THOMAS HOSPITAL,Low,1,0,0,0,Alabama,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
THOMAS MEMORIAL HOSPITAL,Low,1,0,0,0,West Virginia,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
THOREK MEMORIAL HOSPITAL,Med,0,1,0,0,Illinois,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
THREE GABLES SURGERY CENTER,Low,1,0,0,0,Ohio,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
THREE RIVERS HEALTH,Med,0,1,0,0,Michigan,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
THREE RIVERS MEDICAL CENTER,Low,1,0,0,0,Kentucky,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TIFT REGIONAL MEDICAL CENTER,Low,1,0,0,0,Georgia,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
TIMPANOGOS REGIONAL HOSPITAL,Med,0,1,0,0,Utah,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
TISHOMINGO HEALTH SERVICES INC,Low,1,0,0,0,Mississippi,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TITUS REGIONAL MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TLC HEALTH NETWORK,Low,1,0,0,0,New York,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
TOLEDO HOSPITAL THE,Med,0,1,0,0,Ohio,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
TOMBALL REGIONAL MEDICAL CENTER,Low,1,0,0,0,Texas,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
TOPPENISH COMMUNITY HOSPITAL,High,0,0,1,0,Washington,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
TOPS SURGICAL SPECIALTY HOSPITAL,Low,1,0,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
TORRANCE MEMORIAL MEDICAL CENTER,Med,0,1,0,0,California,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
TOUCHETTE REGIONAL HOSPITAL INC,Med,0,1,0,0,Illinois,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TOURO INFIRMARY,Med,0,1,0,0,Louisiana,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
TRACE REGIONAL HOSP AND SWING BED,Low,1,0,0,0,Mississippi,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRI-CITY MEDICAL CENTER,Med,0,1,0,0,California,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
TRIDENT MEDICAL CENTER,Low,1,0,0,0,South Carolina,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
TRIHEALTH EVENDALE HOSPITAL,Low,1,0,0,0,Ohio,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
TRINITAS REGIONAL MEDICAL CENTER,Med,0,1,0,0,New Jersey,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
TRINITY BETTENDORF,Low,1,0,0,0,Iowa,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINITY HOSPITALS,Med,0,1,0,0,North Dakota,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,Low,1,0,0,0,Ohio,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINITY MUSCATINE,Med,0,1,0,0,Iowa,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
TRINITY REGIONAL MEDICAL CENTER,Low,1,0,0,0,Iowa,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINITY ROCK ISLAND,Low,1,0,0,0,Illinois,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
TRISTAR HENDERSONVILLE MEDICAL CENTER,Low,1,0,0,0,Tennessee,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRISTAR HORIZON MEDICAL CENTER,Low,1,0,0,0,Tennessee,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRISTAR STONECREST MEDICAL CENTER,Low,1,0,0,0,Tennessee,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
TRMC OF ORANGEBURG & CALHOUN,Med,0,1,0,0,South Carolina,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TROY REGIONAL MEDICAL CENTER,Low,1,0,0,0,Alabama,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRUMAN MEDICAL CENTER HOSPITAL HILL,Very High,0,0,0,1,Missouri,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
TRUMAN MEDICAL CENTER LAKEWOOD,High,0,0,1,0,Missouri,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
TRUMBULL MEMORIAL HOSPITAL,Low,1,0,0,0,Ohio,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
TRUSTPOINT HOSPITAL,Low,1,0,0,0,Tennessee,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRUSTPOINT REHAB HOSPITAL OF LUBBOCK,Low,1,0,0,0,Texas,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
TUALITY COMMUNITY HOSPITAL,Med,0,1,0,0,Oregon,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1
TUBA CITY REGIONAL HEALTH CARE CORPORATION,Very High,0,0,0,1,Arizona,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TUCSON MEDICAL CENTER,Med,0,1,0,0,Arizona,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
TUFTS MEDICAL CENTER,Very High,0,0,0,1,Massachusetts,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0
TUG VALLEY ARH REGIONAL MEDICAL CENTER,Low,1,0,0,0,Kentucky,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TULANE MEDICAL CENTER,Very High,0,0,0,1,Louisiana,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
TULARE REGIONAL MEDICAL CENTER,High,0,0,1,0,California,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"TULSA SPINE & SPECIALTY HOSPITAL, LLC",Low,1,0,0,0,Oklahoma,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
TUOMEY HEALTHCARE SYSTEM,Low,1,0,0,0,South Carolina,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TURNING POINT HOSPITAL,Low,1,0,0,0,Georgia,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TWIN CITIES COMMUNITY HOSPITAL,Med,0,1,0,0,California,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TWIN CITIES HOSPITAL,Low,1,0,0,0,Florida,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TWIN COUNTY REGIONAL HOSPITAL,Low,1,0,0,0,Virginia,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TWIN LAKES REGIONAL MEDICAL CENTER,Low,1,0,0,0,Kentucky,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TWIN RIVERS REGIONAL MEDICAL CENTER,Med,0,1,0,0,Missouri,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
TYLER COUNTY HOSPITAL,Med,0,1,0,0,Texas,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
UAMS MEDICAL CENTER,High,0,0,1,0,Arkansas,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UCSF MEDICAL CENTER,Very High,0,0,0,1,California,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0
UF HEALTH JACKSONVILLE,High,0,0,1,0,Florida,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
UF HEALTH SHANDS HOSPITAL,High,0,0,1,0,Florida,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
UH GEAUGA MEDICAL CENTER,Low,1,0,0,0,Ohio,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UHHS RICHMOND HEIGHTS HOSPITAL,Med,0,1,0,0,Ohio,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
UINTAH BASIN MEDICAL CENTER,Med,0,1,0,0,Utah,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
UKIAH VALLEY MEDICAL CENTER,Med,0,1,0,0,California,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1
UMASS MEMORIAL MEDICAL CENTER INC,Very High,0,0,0,1,Massachusetts,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
UNICOI COUNTY MEMORIAL HOSPITAL,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNION GENERAL HOSPITAL,Low,1,0,0,0,Georgia,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNION HOSPITAL,Low,1,0,0,0,Ohio,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
UNION HOSPITAL INC,Low,1,0,0,0,Indiana,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNION HOSPITAL OF CECIL COUNTY,High,0,0,1,0,Maryland,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
UNIONTOWN HOSPITAL,Low,1,0,0,0,Pennsylvania,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
"UNITED HEALTH SERVICES HOSPITALS, INC",Med,0,1,0,0,New York,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
UNITED HOSPITAL CENTER,Med,0,1,0,0,West Virginia,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNITED HOSPITAL SYSTEM,Med,0,1,0,0,Wisconsin,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
UNITED MEMORIAL MEDICAL CENTER,Med,0,1,0,0,New York,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
UNITED REGIONAL HEALTH CARE SYSTEM,Med,0,1,0,0,Texas,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
UNITED REGIONAL MEDICAL CENTER,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNITY HEALTH HARRIS MEDICAL CENTER,Low,1,0,0,0,Arkansas,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
UNITY HOSPITAL,Med,0,1,0,0,Minnesota,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
UNITY HOSPITAL OF ROCHESTER,Med,0,1,0,0,New York,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
UNITY MEDICAL AND SURGICAL HOSPITAL,High,0,0,1,0,Indiana,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
UNITYPOINT HEALTH - MERITER,Med,0,1,0,0,Wisconsin,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE,Very High,0,0,0,1,Maryland,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,Med,0,1,0,0,Colorado,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1
UNIVERSITY GENERAL HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,High,0,0,1,0,Utah,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
UNIVERSITY HEALTH CONWAY,Very High,0,0,0,1,Louisiana,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UNIVERSITY HEALTH SHREVEPORT,High,0,0,1,0,Louisiana,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UNIVERSITY HEALTH SYSTEM,Very High,0,0,0,1,Texas,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0
UNIVERSITY HOSPITAL,High,0,0,1,0,New Jersey,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
UNIVERSITY HOSPITAL & CLINICS,Very High,0,0,0,1,Louisiana,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UNIVERSITY HOSPITAL ( STONY BROOK ),Very High,0,0,0,1,New York,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
UNIVERSITY HOSPITAL AND MEDICAL CENTER,Low,1,0,0,0,Florida,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,High,0,0,1,0,New York,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,Low,1,0,0,0,Ohio,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,Low,1,0,0,0,Ohio,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
UNIVERSITY HOSPITALS CASE MEDICAL CENTER,High,0,0,1,0,Ohio,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,Med,0,1,0,0,Georgia,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UNIVERSITY MEDICAL CENTER,High,0,0,1,0,Nevada,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
UNIVERSITY MEDICAL CENTER,High,0,0,1,0,Texas,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
UNIVERSITY MEDICAL CENTER,High,0,0,1,0,Tennessee,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Med,0,1,0,0,Minnesota,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,High,0,0,1,0,Texas,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0
